session_id,player_id,session_start,session_end,duration_seconds,session_number,days_since_install,days_since_last_session,app_version,crashed
s_p_002704_00120,p_002704,2024-12-23T18:39:29Z,2024-12-23T19:10:32Z,1863,120,158,2,3.9.2,0
s_p_000898_00001,p_000898,2024-07-31T23:27:16Z,2024-07-31T23:30:21Z,185,1,13,,3.5.0,0
s_p_000898_00002,p_000898,2024-08-01T23:08:29Z,2024-08-01T23:11:43Z,194,2,14,0,3.7.1,0
s_p_001190_00001,p_001190,2024-08-04T06:46:22Z,2024-08-04T06:50:51Z,269,1,17,,3.9.2,0
s_p_001190_00002,p_001190,2024-08-05T21:51:45Z,2024-08-05T22:00:44Z,539,2,18,1,3.5.0,0
s_p_001190_00003,p_001190,2024-08-27T15:47:42Z,2024-08-27T15:57:18Z,576,3,40,21,3.8.0,0
s_p_000094_00001,p_000094,2024-07-22T14:43:17Z,2024-07-22T14:48:16Z,299,1,3,,3.5.0,0
s_p_001787_00001,p_001787,2024-07-24T13:20:45Z,2024-07-24T13:28:37Z,472,1,5,,3.9.2,0
s_p_001787_00002,p_001787,2024-07-24T15:51:08Z,2024-07-24T15:54:23Z,195,2,5,0,3.8.0,0
s_p_001787_00003,p_001787,2024-08-06T06:39:16Z,2024-08-06T06:42:48Z,212,3,18,12,3.7.1,0
s_p_002032_00001,p_002032,2024-07-19T06:22:07Z,2024-07-19T06:30:57Z,530,1,0,,3.9.2,0
s_p_002032_00002,p_002032,2024-07-20T19:30:46Z,2024-07-20T19:45:55Z,909,2,1,1,3.8.0,0
s_p_002032_00003,p_002032,2024-07-21T22:36:12Z,2024-07-21T22:50:59Z,887,3,2,1,3.8.0,0
s_p_002032_00004,p_002032,2024-07-24T07:57:41Z,2024-07-24T08:06:35Z,534,4,5,2,3.7.1,0
s_p_002032_00005,p_002032,2024-07-28T17:07:59Z,2024-07-28T17:26:26Z,1107,5,9,4,3.8.0,0
s_p_002032_00006,p_002032,2024-07-28T20:12:01Z,2024-07-28T20:22:31Z,630,6,9,0,3.9.2,0
s_p_002032_00007,p_002032,2024-07-29T13:07:06Z,2024-07-29T13:17:00Z,594,7,10,0,3.8.0,0
s_p_002032_00008,p_002032,2024-07-30T12:00:46Z,2024-07-30T12:16:31Z,945,8,11,0,3.7.1,0
s_p_002032_00009,p_002032,2024-07-30T12:57:40Z,2024-07-30T13:07:19Z,579,9,11,0,3.8.0,0
s_p_002032_00010,p_002032,2024-07-31T10:57:03Z,2024-07-31T11:12:49Z,946,10,12,0,3.9.2,0
s_p_002032_00011,p_002032,2024-08-04T21:25:02Z,2024-08-04T21:34:24Z,562,11,16,4,3.8.0,1
s_p_002427_00001,p_002427,2024-07-23T17:18:24Z,2024-07-23T17:23:30Z,306,1,4,,3.8.0,0
s_p_002427_00002,p_002427,2024-07-25T15:14:23Z,2024-07-25T15:40:29Z,1566,2,6,1,3.7.1,0
s_p_002427_00003,p_002427,2024-07-26T18:48:45Z,2024-07-26T19:07:39Z,1134,3,7,1,3.8.0,0
s_p_002427_00004,p_002427,2024-07-29T11:50:24Z,2024-07-29T12:00:12Z,588,4,10,2,3.7.1,0
s_p_002427_00005,p_002427,2024-07-31T08:18:26Z,2024-07-31T08:41:08Z,1362,5,12,1,3.7.1,0
s_p_002427_00006,p_002427,2024-08-03T08:59:24Z,2024-08-03T09:06:13Z,409,6,15,3,3.9.2,0
s_p_002427_00007,p_002427,2024-08-04T21:29:46Z,2024-08-04T21:54:35Z,1489,7,16,1,3.6.0,0
s_p_002427_00008,p_002427,2024-08-08T10:28:50Z,2024-08-08T10:40:50Z,720,8,20,3,3.5.0,0
s_p_002427_00009,p_002427,2024-08-11T16:05:49Z,2024-08-11T16:24:03Z,1094,9,23,3,3.9.2,0
s_p_002427_00010,p_002427,2024-08-12T11:58:45Z,2024-08-12T12:06:44Z,479,10,24,0,3.9.2,0
s_p_002427_00011,p_002427,2024-08-12T17:49:22Z,2024-08-12T17:56:45Z,443,11,24,0,3.5.0,0
s_p_002427_00012,p_002427,2024-08-13T13:50:03Z,2024-08-13T14:03:55Z,832,12,25,0,3.6.0,0
s_p_002427_00013,p_002427,2024-08-13T19:59:02Z,2024-08-13T20:21:56Z,1374,13,25,0,3.7.1,0
s_p_002427_00014,p_002427,2024-08-16T18:28:13Z,2024-08-16T18:57:24Z,1751,14,28,2,3.5.0,0
s_p_002427_00015,p_002427,2024-08-19T11:46:56Z,2024-08-19T11:54:32Z,456,15,31,2,3.6.0,0
s_p_002427_00016,p_002427,2024-08-19T21:00:33Z,2024-08-19T21:26:05Z,1532,16,31,0,3.7.1,0
s_p_002427_00017,p_002427,2024-08-23T07:03:34Z,2024-08-23T07:30:29Z,1615,17,35,3,3.9.2,0
s_p_002427_00018,p_002427,2024-08-26T10:00:02Z,2024-08-26T10:21:52Z,1310,18,38,3,3.9.2,0
s_p_002427_00019,p_002427,2024-08-26T10:36:39Z,2024-08-26T10:58:56Z,1337,19,38,0,3.6.0,1
s_p_002427_00020,p_002427,2024-08-28T21:12:40Z,2024-08-28T21:21:18Z,518,20,40,2,3.8.0,0
s_p_002427_00021,p_002427,2024-08-29T22:28:45Z,2024-08-29T22:36:08Z,443,21,41,1,3.8.0,0
s_p_002427_00022,p_002427,2024-08-31T10:44:46Z,2024-08-31T11:07:34Z,1368,22,43,1,3.8.0,0
s_p_002427_00023,p_002427,2024-08-31T15:49:25Z,2024-08-31T16:04:20Z,895,23,43,0,3.8.0,0
s_p_002427_00024,p_002427,2024-09-02T10:13:57Z,2024-09-02T10:28:05Z,848,24,45,1,3.9.2,0
s_p_002427_00025,p_002427,2024-09-04T07:05:46Z,2024-09-04T07:11:04Z,318,25,47,1,3.7.1,0
s_p_002427_00026,p_002427,2024-09-04T10:00:01Z,2024-09-04T10:06:11Z,370,26,47,0,3.8.0,0
s_p_002427_00027,p_002427,2024-09-05T20:44:24Z,2024-09-05T21:10:59Z,1595,27,48,1,3.4.1,0
s_p_002427_00028,p_002427,2024-09-05T22:23:00Z,2024-09-05T22:38:04Z,904,28,48,0,3.6.0,0
s_p_002427_00029,p_002427,2024-09-06T09:33:22Z,2024-09-06T09:40:48Z,446,29,49,0,3.7.1,0
s_p_002427_00030,p_002427,2024-09-06T12:15:22Z,2024-09-06T12:42:13Z,1611,30,49,0,3.8.0,0
s_p_002427_00031,p_002427,2024-09-08T08:21:54Z,2024-09-08T08:50:48Z,1734,31,51,1,3.9.2,0
s_p_002427_00032,p_002427,2024-09-14T22:04:35Z,2024-09-14T22:24:05Z,1170,32,57,6,3.9.2,0
s_p_002427_00033,p_002427,2024-09-18T15:03:29Z,2024-09-18T15:30:43Z,1634,33,61,3,3.5.0,0
s_p_002427_00034,p_002427,2024-09-19T06:26:26Z,2024-09-19T06:38:04Z,698,34,62,0,3.8.0,0
s_p_002427_00035,p_002427,2024-09-21T08:55:33Z,2024-09-21T09:09:51Z,858,35,64,2,3.8.0,0
s_p_002427_00036,p_002427,2024-09-21T11:05:52Z,2024-09-21T11:11:56Z,364,36,64,0,3.9.2,0
s_p_002427_00037,p_002427,2024-09-25T06:12:33Z,2024-09-25T06:40:59Z,1706,37,68,3,3.8.0,0
s_p_002427_00038,p_002427,2024-10-01T18:07:20Z,2024-10-01T18:13:02Z,342,38,74,6,3.9.2,0
s_p_002427_00039,p_002427,2024-10-04T08:08:02Z,2024-10-04T08:26:48Z,1126,39,77,2,3.7.1,0
s_p_002427_00040,p_002427,2024-10-05T10:27:40Z,2024-10-05T10:34:33Z,413,40,78,1,3.9.2,0
s_p_002427_00042,p_002427,2024-10-15T20:18:20Z,2024-10-15T20:34:18Z,958,42,88,8,3.7.1,0
s_p_002427_00043,p_002427,2024-10-17T15:26:30Z,2024-10-17T15:43:29Z,1019,43,90,1,3.9.2,0
s_p_002427_00044,p_002427,2024-10-19T09:45:37Z,2024-10-19T09:52:41Z,424,44,92,1,3.9.2,0
s_p_002427_00045,p_002427,2024-10-19T17:49:45Z,2024-10-19T18:18:56Z,1751,45,92,0,3.8.0,0
s_p_002427_00046,p_002427,2024-10-20T10:51:42Z,2024-10-20T11:00:59Z,557,46,93,0,3.8.0,0
s_p_002427_00047,p_002427,2024-10-20T12:47:20Z,2024-10-20T13:15:09Z,1669,47,93,0,3.5.0,0
s_p_002427_00048,p_002427,2024-10-20T21:45:07Z,2024-10-20T21:57:59Z,772,48,93,0,3.5.0,0
s_p_002427_00049,p_002427,2024-10-21T06:35:05Z,2024-10-21T06:42:48Z,463,49,94,0,3.9.2,0
s_p_002427_00050,p_002427,2024-10-25T09:56:43Z,2024-10-25T10:22:19Z,1536,50,98,4,3.9.2,0
s_p_002427_00051,p_002427,2024-10-26T20:41:18Z,2024-10-26T21:00:17Z,1139,51,99,1,3.9.2,0
s_p_002427_00052,p_002427,2024-10-29T15:06:53Z,2024-10-29T15:22:12Z,919,52,102,2,3.8.0,0
s_p_002427_00053,p_002427,2024-10-30T15:58:47Z,2024-10-30T16:23:00Z,1453,53,103,1,3.8.0,0
s_p_002427_00054,p_002427,2024-11-01T19:33:42Z,2024-11-01T19:51:45Z,1083,54,105,2,3.7.1,0
s_p_002427_00055,p_002427,2024-11-18T09:40:05Z,2024-11-18T10:04:08Z,1443,55,122,16,3.7.1,0
s_p_002427_00056,p_002427,2024-11-18T23:27:47Z,2024-11-18T23:54:21Z,1594,56,122,0,3.8.0,0
s_p_002427_00057,p_002427,2024-11-19T10:39:15Z,2024-11-19T10:57:26Z,1091,57,123,0,3.7.1,0
s_p_002427_00058,p_002427,2024-11-22T06:10:05Z,2024-11-22T06:21:30Z,685,58,126,2,3.9.2,0
s_p_002427_00059,p_002427,2024-11-22T19:03:54Z,2024-11-22T19:26:12Z,1338,59,126,0,3.5.0,0
s_p_002427_00060,p_002427,2024-11-25T20:38:37Z,2024-11-25T21:03:04Z,1467,60,129,3,3.4.1,0
s_p_002427_00061,p_002427,2024-11-28T22:58:14Z,2024-11-28T23:05:47Z,453,61,132,3,3.6.0,0
s_p_002427_00062,p_002427,2024-11-29T07:04:40Z,2024-11-29T07:33:00Z,1700,62,133,0,3.8.0,0
s_p_002427_00063,p_002427,2024-11-29T15:12:21Z,2024-11-29T15:38:26Z,1565,63,133,0,3.9.2,0
s_p_002427_00064,p_002427,2024-12-03T16:14:50Z,2024-12-03T16:32:33Z,1063,64,137,4,3.8.0,0
s_p_002427_00065,p_002427,2024-12-03T18:20:45Z,2024-12-03T18:46:59Z,1574,65,137,0,3.7.1,0
s_p_001038_00001,p_001038,2024-07-21T19:43:10Z,2024-07-21T19:47:23Z,253,1,2,,3.8.0,0
s_p_001038_00002,p_001038,2024-07-27T14:55:34Z,2024-07-27T15:02:26Z,412,2,8,5,3.9.2,0
s_p_001038_00003,p_001038,2024-07-28T17:46:58Z,2024-07-28T17:54:51Z,473,3,9,1,3.7.1,0
s_p_001038_00004,p_001038,2024-07-29T13:17:24Z,2024-07-29T13:22:08Z,284,4,10,0,3.9.2,1
s_p_001038_00005,p_001038,2024-08-04T12:29:25Z,2024-08-04T12:34:40Z,315,5,16,5,3.9.2,0
s_p_001063_00001,p_001063,2024-07-25T16:01:11Z,2024-07-25T16:08:41Z,450,1,6,,3.9.2,0
s_p_002209_00001,p_002209,2024-07-23T06:20:27Z,2024-07-23T06:43:09Z,1362,1,4,,3.7.1,0
s_p_002209_00002,p_002209,2024-07-28T22:25:59Z,2024-07-28T22:50:33Z,1474,2,9,5,3.5.0,0
s_p_002209_00003,p_002209,2024-07-29T20:39:00Z,2024-07-29T20:47:15Z,495,3,10,0,3.7.1,0
s_p_002209_00004,p_002209,2024-07-31T17:29:08Z,2024-07-31T17:55:10Z,1562,4,12,1,3.6.0,0
s_p_002209_00005,p_002209,2024-08-06T16:28:16Z,2024-08-06T16:46:57Z,1121,5,18,5,3.7.1,0
s_p_002209_00006,p_002209,2024-08-12T21:34:40Z,2024-08-12T21:53:12Z,1112,6,24,6,3.9.2,0
s_p_002209_00007,p_002209,2024-08-15T13:49:10Z,2024-08-15T14:06:39Z,1049,7,27,2,3.9.2,0
s_p_002209_00008,p_002209,2024-08-17T09:49:45Z,2024-08-17T10:15:21Z,1536,8,29,1,3.9.2,0
s_p_002209_00009,p_002209,2024-08-17T13:55:07Z,2024-08-17T14:18:31Z,1404,9,29,0,3.4.1,0
s_p_002209_00010,p_002209,2024-08-19T13:05:59Z,2024-08-19T13:20:18Z,859,10,31,1,3.8.0,0
s_p_002209_00011,p_002209,2024-08-28T12:28:00Z,2024-08-28T12:38:58Z,658,11,40,8,3.9.2,0
s_p_002209_00012,p_002209,2024-08-28T16:13:12Z,2024-08-28T16:19:20Z,368,12,40,0,3.7.1,0
s_p_002209_00013,p_002209,2024-08-29T12:16:08Z,2024-08-29T12:37:37Z,1289,13,41,0,3.9.2,0
s_p_002209_00014,p_002209,2024-09-01T07:43:12Z,2024-09-01T07:52:23Z,551,14,44,2,3.8.0,0
s_p_002209_00015,p_002209,2024-09-10T21:36:56Z,2024-09-10T21:43:13Z,377,15,53,9,3.7.1,0
s_p_002209_00016,p_002209,2024-09-11T15:21:14Z,2024-09-11T15:34:51Z,817,16,54,0,3.5.0,0
s_p_002209_00017,p_002209,2024-09-16T09:09:57Z,2024-09-16T09:17:12Z,435,17,59,4,3.8.0,0
s_p_002209_00018,p_002209,2024-09-16T10:50:43Z,2024-09-16T11:12:58Z,1335,18,59,0,3.6.0,0
s_p_002209_00019,p_002209,2024-09-17T08:23:46Z,2024-09-17T08:42:09Z,1103,19,60,0,3.9.2,0
s_p_002209_00020,p_002209,2024-09-18T21:07:41Z,2024-09-18T21:22:53Z,912,20,61,1,3.6.0,0
s_p_002209_00021,p_002209,2024-09-26T10:18:36Z,2024-09-26T10:47:12Z,1716,21,69,7,3.7.1,0
s_p_002209_00022,p_002209,2024-09-26T16:34:06Z,2024-09-26T16:52:12Z,1086,22,69,0,3.8.0,0
s_p_002209_00023,p_002209,2024-09-27T22:38:27Z,2024-09-27T22:46:07Z,460,23,70,1,3.8.0,0
s_p_002209_00024,p_002209,2024-09-30T13:58:54Z,2024-09-30T14:11:02Z,728,24,73,2,3.5.0,0
s_p_002209_00025,p_002209,2024-10-08T08:06:50Z,2024-10-08T08:22:09Z,919,25,81,7,3.7.1,1
s_p_002209_00026,p_002209,2024-10-19T20:43:41Z,2024-10-19T21:07:39Z,1438,26,92,11,3.6.0,0
s_p_002209_00027,p_002209,2024-10-24T11:14:02Z,2024-10-24T11:28:44Z,882,27,97,4,3.7.1,0
s_p_002209_00028,p_002209,2024-10-30T19:21:17Z,2024-10-30T19:49:29Z,1692,28,103,6,3.8.0,0
s_p_002209_00029,p_002209,2024-11-02T14:37:13Z,2024-11-02T14:58:52Z,1299,29,106,2,3.8.0,0
s_p_002209_00030,p_002209,2024-11-02T19:15:06Z,2024-11-02T19:22:27Z,441,30,106,0,3.9.2,0
s_p_002209_00031,p_002209,2024-11-16T13:49:01Z,2024-11-16T14:18:13Z,1752,31,120,13,3.8.0,1
s_p_002209_00032,p_002209,2024-11-16T22:48:10Z,2024-11-16T23:03:52Z,942,32,120,0,3.8.0,0
s_p_002209_00033,p_002209,2024-11-17T14:26:44Z,2024-11-17T14:42:50Z,966,33,121,0,3.9.2,0
s_p_002209_00034,p_002209,2024-11-22T06:19:57Z,2024-11-22T06:46:16Z,1579,34,126,4,3.5.0,0
s_p_002209_00035,p_002209,2024-11-22T19:30:12Z,2024-11-22T19:36:46Z,394,35,126,0,3.5.0,0
s_p_002209_00036,p_002209,2024-12-01T13:52:40Z,2024-12-01T14:00:30Z,470,36,135,8,3.9.2,0
s_p_002209_00037,p_002209,2024-12-03T17:01:33Z,2024-12-03T17:23:58Z,1345,37,137,2,3.8.0,0
s_p_002209_00038,p_002209,2024-12-20T21:25:03Z,2024-12-20T21:38:18Z,795,38,154,17,3.7.1,0
s_p_001450_00001,p_001450,2024-07-21T19:45:05Z,2024-07-21T19:52:42Z,457,1,2,,3.9.2,0
s_p_001450_00002,p_001450,2024-07-26T18:58:14Z,2024-07-26T19:03:18Z,304,2,7,4,3.8.0,0
s_p_001450_00003,p_001450,2024-08-15T12:51:23Z,2024-08-15T12:57:54Z,391,3,27,19,3.8.0,0
s_p_001450_00004,p_001450,2024-09-05T21:10:24Z,2024-09-05T21:16:55Z,391,4,48,21,3.8.0,0
s_p_001450_00005,p_001450,2024-09-06T07:43:29Z,2024-09-06T07:46:42Z,193,5,49,0,3.8.0,0
s_p_001450_00006,p_001450,2024-09-15T20:24:56Z,2024-09-15T20:29:50Z,294,6,58,9,3.9.2,0
s_p_001450_00007,p_001450,2024-09-18T15:00:59Z,2024-09-18T15:06:16Z,317,7,61,2,3.7.1,0
s_p_001450_00008,p_001450,2024-09-22T08:02:38Z,2024-09-22T08:07:02Z,264,8,65,3,3.9.2,0
s_p_002391_00001,p_002391,2024-07-21T17:28:51Z,2024-07-21T17:37:56Z,545,1,2,,3.6.0,0
s_p_002391_00002,p_002391,2024-07-22T17:00:57Z,2024-07-22T17:09:19Z,502,2,3,0,3.9.2,0
s_p_002391_00003,p_002391,2024-07-26T10:13:43Z,2024-07-26T10:19:08Z,325,3,7,3,3.7.1,0
s_p_002391_00004,p_002391,2024-07-28T22:20:14Z,2024-07-28T22:48:01Z,1667,4,9,2,3.9.2,0
s_p_002391_00005,p_002391,2024-08-01T13:10:48Z,2024-08-01T13:17:09Z,381,5,13,3,3.8.0,0
s_p_002391_00006,p_002391,2024-08-03T16:31:27Z,2024-08-03T16:58:02Z,1595,6,15,2,3.9.2,0
s_p_002391_00007,p_002391,2024-08-05T19:06:17Z,2024-08-05T19:24:29Z,1092,7,17,2,3.8.0,0
s_p_002391_00008,p_002391,2024-08-07T14:50:58Z,2024-08-07T15:01:44Z,646,8,19,1,3.6.0,0
s_p_002391_00009,p_002391,2024-08-08T20:08:41Z,2024-08-08T20:38:19Z,1778,9,20,1,3.8.0,0
s_p_002391_00010,p_002391,2024-08-15T06:15:20Z,2024-08-15T06:32:22Z,1022,10,27,6,3.9.2,0
s_p_002391_00011,p_002391,2024-08-15T21:11:58Z,2024-08-15T21:22:14Z,616,11,27,0,3.6.0,0
s_p_002391_00012,p_002391,2024-08-18T19:48:28Z,2024-08-18T20:16:32Z,1684,12,30,2,3.8.0,0
s_p_002391_00013,p_002391,2024-08-19T08:56:17Z,2024-08-19T09:02:42Z,385,13,31,0,3.6.0,0
s_p_002391_00014,p_002391,2024-08-19T17:38:44Z,2024-08-19T18:07:07Z,1703,14,31,0,3.8.0,0
s_p_002391_00015,p_002391,2024-08-22T10:16:52Z,2024-08-22T10:22:45Z,353,15,34,2,3.4.1,0
s_p_002391_00016,p_002391,2024-08-22T18:36:01Z,2024-08-22T18:51:12Z,911,16,34,0,3.7.1,0
s_p_002391_00017,p_002391,2024-08-26T07:17:33Z,2024-08-26T07:35:45Z,1092,17,38,3,3.8.0,0
s_p_002391_00018,p_002391,2024-08-26T13:44:52Z,2024-08-26T14:12:04Z,1632,18,38,0,3.9.2,0
s_p_002391_00019,p_002391,2024-08-30T20:25:00Z,2024-08-30T20:33:42Z,522,19,42,4,3.9.2,0
s_p_002391_00020,p_002391,2024-09-03T13:12:23Z,2024-09-03T13:37:20Z,1497,20,46,3,3.4.1,0
s_p_002391_00021,p_002391,2024-09-03T20:00:44Z,2024-09-03T20:29:19Z,1715,21,46,0,3.8.0,0
s_p_002391_00022,p_002391,2024-09-11T07:31:24Z,2024-09-11T07:40:13Z,529,22,54,7,3.8.0,0
s_p_002391_00023,p_002391,2024-09-14T16:25:43Z,2024-09-14T16:40:02Z,859,23,57,3,3.8.0,0
s_p_002391_00024,p_002391,2024-09-18T18:27:49Z,2024-09-18T18:40:01Z,732,24,61,4,3.9.2,1
s_p_002391_00025,p_002391,2024-09-23T14:39:38Z,2024-09-23T14:44:45Z,307,25,66,4,3.7.1,0
s_p_002391_00026,p_002391,2024-09-24T10:25:04Z,2024-09-24T10:41:50Z,1006,26,67,0,3.4.1,0
s_p_002391_00027,p_002391,2024-09-25T08:46:43Z,2024-09-25T08:58:42Z,719,27,68,0,3.8.0,0
s_p_002391_00028,p_002391,2024-09-25T10:05:38Z,2024-09-25T10:23:00Z,1042,28,68,0,3.8.0,0
s_p_002391_00029,p_002391,2024-09-25T18:38:20Z,2024-09-25T18:55:35Z,1035,29,68,0,3.9.2,0
s_p_002391_00030,p_002391,2024-09-27T09:37:58Z,2024-09-27T09:52:14Z,856,30,70,1,3.9.2,0
s_p_002391_00031,p_002391,2024-09-27T11:59:34Z,2024-09-27T12:12:06Z,752,31,70,0,3.7.1,0
s_p_002391_00032,p_002391,2024-09-28T13:27:54Z,2024-09-28T13:36:08Z,494,32,71,1,3.7.1,0
s_p_002391_00033,p_002391,2024-10-05T09:07:12Z,2024-10-05T09:37:01Z,1789,33,78,6,3.6.0,0
s_p_002391_00034,p_002391,2024-10-05T15:04:51Z,2024-10-05T15:18:37Z,826,34,78,0,3.7.1,0
s_p_002391_00035,p_002391,2024-10-06T09:56:28Z,2024-10-06T10:15:22Z,1134,35,79,0,3.9.2,0
s_p_002391_00036,p_002391,2024-10-11T22:37:50Z,2024-10-11T22:52:20Z,870,36,84,5,3.9.2,0
s_p_002391_00037,p_002391,2024-10-14T15:18:23Z,2024-10-14T15:46:06Z,1663,37,87,2,3.7.1,0
s_p_002391_00038,p_002391,2024-10-16T18:18:12Z,2024-10-16T18:45:42Z,1650,38,89,2,3.9.2,0
s_p_002391_00039,p_002391,2024-10-18T10:39:42Z,2024-10-18T11:01:54Z,1332,39,91,1,3.9.2,0
s_p_002391_00040,p_002391,2024-10-19T20:24:57Z,2024-10-19T20:45:02Z,1205,40,92,1,3.9.2,0
s_p_002391_00041,p_002391,2024-10-20T21:12:37Z,2024-10-20T21:37:25Z,1488,41,93,1,3.7.1,0
s_p_002391_00042,p_002391,2024-10-20T23:26:18Z,2024-10-20T23:39:02Z,764,42,93,0,3.7.1,1
s_p_002391_00043,p_002391,2024-10-23T06:10:57Z,2024-10-23T06:16:36Z,339,43,96,2,3.8.0,0
s_p_002391_00044,p_002391,2024-10-24T21:53:14Z,2024-10-24T22:09:32Z,978,44,97,1,3.7.1,0
s_p_002391_00045,p_002391,2024-10-26T22:27:35Z,2024-10-26T22:38:31Z,656,45,99,2,3.8.0,0
s_p_002391_00046,p_002391,2024-11-02T08:56:00Z,2024-11-02T09:17:03Z,1263,46,106,6,3.9.2,0
s_p_002391_00047,p_002391,2024-11-03T11:23:52Z,2024-11-03T11:41:50Z,1078,47,107,1,3.9.2,0
s_p_002391_00048,p_002391,2024-11-03T20:25:26Z,2024-11-03T20:31:58Z,392,48,107,0,3.7.1,0
s_p_002391_00049,p_002391,2024-11-04T10:59:23Z,2024-11-04T11:24:26Z,1503,49,108,0,3.7.1,0
s_p_002391_00050,p_002391,2024-11-07T18:38:59Z,2024-11-07T19:05:51Z,1612,50,111,3,3.9.2,0
s_p_002391_00051,p_002391,2024-11-08T10:14:08Z,2024-11-08T10:25:40Z,692,51,112,0,3.7.1,0
s_p_002391_00052,p_002391,2024-11-10T09:37:48Z,2024-11-10T09:57:49Z,1201,52,114,1,3.9.2,0
s_p_002391_00053,p_002391,2024-11-14T10:18:08Z,2024-11-14T10:31:09Z,781,53,118,4,3.7.1,0
s_p_002391_00054,p_002391,2024-11-20T21:44:35Z,2024-11-20T22:12:27Z,1672,54,124,6,3.9.2,0
s_p_002391_00055,p_002391,2024-11-23T16:45:59Z,2024-11-23T16:54:16Z,497,55,127,2,3.9.2,0
s_p_002391_00056,p_002391,2024-12-01T17:14:54Z,2024-12-01T17:26:17Z,683,56,135,8,3.6.0,0
s_p_002391_00057,p_002391,2024-12-03T17:26:21Z,2024-12-03T17:54:15Z,1674,57,137,2,3.6.0,0
s_p_002391_00058,p_002391,2024-12-04T10:47:16Z,2024-12-04T11:16:35Z,1759,58,138,0,3.9.2,0
s_p_002391_00059,p_002391,2024-12-05T16:01:02Z,2024-12-05T16:25:53Z,1491,59,139,1,3.5.0,0
s_p_002391_00060,p_002391,2024-12-05T16:09:37Z,2024-12-05T16:27:51Z,1094,60,139,0,3.6.0,0
s_p_002391_00061,p_002391,2024-12-13T07:58:07Z,2024-12-13T08:24:22Z,1575,61,147,7,3.8.0,0
s_p_002391_00062,p_002391,2024-12-13T16:20:04Z,2024-12-13T16:32:51Z,767,62,147,0,3.9.2,0
s_p_002279_00001,p_002279,2024-07-22T22:29:04Z,2024-07-22T22:55:43Z,1599,1,3,,3.5.0,0
s_p_002279_00002,p_002279,2024-07-27T19:42:28Z,2024-07-27T19:50:01Z,453,2,8,4,3.8.0,0
s_p_002279_00003,p_002279,2024-07-28T17:43:37Z,2024-07-28T17:52:57Z,560,3,9,0,3.9.2,0
s_p_002279_00004,p_002279,2024-07-29T21:15:00Z,2024-07-29T21:28:46Z,826,4,10,1,3.9.2,0
s_p_002279_00005,p_002279,2024-07-30T15:02:52Z,2024-07-30T15:08:43Z,351,5,11,0,3.8.0,0
s_p_002279_00006,p_002279,2024-08-02T14:22:32Z,2024-08-02T14:44:18Z,1306,6,14,2,3.8.0,0
s_p_002279_00007,p_002279,2024-08-06T10:03:02Z,2024-08-06T10:16:50Z,828,7,18,3,3.9.2,0
s_p_002279_00008,p_002279,2024-08-08T22:56:42Z,2024-08-08T23:03:41Z,419,8,20,2,3.6.0,0
s_p_002279_00009,p_002279,2024-08-09T15:15:14Z,2024-08-09T15:28:05Z,771,9,21,0,3.9.2,0
s_p_002279_00010,p_002279,2024-08-13T18:25:46Z,2024-08-13T18:49:32Z,1426,10,25,4,3.9.2,0
s_p_002279_00011,p_002279,2024-08-15T22:29:07Z,2024-08-15T22:34:58Z,351,11,27,2,3.5.0,0
s_p_002279_00012,p_002279,2024-08-16T23:24:07Z,2024-08-16T23:50:15Z,1568,12,28,1,3.4.1,0
s_p_002279_00013,p_002279,2024-08-25T11:16:44Z,2024-08-25T11:37:38Z,1254,13,37,8,3.7.1,0
s_p_002279_00014,p_002279,2024-08-29T14:34:56Z,2024-08-29T15:02:25Z,1649,14,41,4,3.7.1,0
s_p_002279_00015,p_002279,2024-09-01T12:12:37Z,2024-09-01T12:38:41Z,1564,15,44,2,3.6.0,0
s_p_002279_00016,p_002279,2024-09-02T14:14:03Z,2024-09-02T14:27:24Z,801,16,45,1,3.6.0,1
s_p_002279_00017,p_002279,2024-09-06T20:10:49Z,2024-09-06T20:21:26Z,637,17,49,4,3.7.1,0
s_p_002279_00018,p_002279,2024-09-07T17:54:38Z,2024-09-07T18:06:54Z,736,18,50,0,3.8.0,0
s_p_002279_00019,p_002279,2024-09-09T07:09:36Z,2024-09-09T07:38:11Z,1715,19,52,1,3.5.0,0
s_p_002279_00020,p_002279,2024-09-09T13:17:53Z,2024-09-09T13:43:42Z,1549,20,52,0,3.9.2,0
s_p_002279_00021,p_002279,2024-09-10T20:13:12Z,2024-09-10T20:30:26Z,1034,21,53,1,3.7.1,0
s_p_002279_00022,p_002279,2024-09-11T07:15:39Z,2024-09-11T07:25:21Z,582,22,54,0,3.7.1,0
s_p_002279_00023,p_002279,2024-09-11T19:11:39Z,2024-09-11T19:29:28Z,1069,23,54,0,3.6.0,0
s_p_002279_00024,p_002279,2024-09-12T18:22:49Z,2024-09-12T18:33:07Z,618,24,55,0,3.9.2,0
s_p_002279_00025,p_002279,2024-09-15T09:40:04Z,2024-09-15T09:46:56Z,412,25,58,2,3.7.1,0
s_p_002279_00026,p_002279,2024-09-15T11:07:44Z,2024-09-15T11:16:44Z,540,26,58,0,3.9.2,0
s_p_002279_00027,p_002279,2024-09-17T11:10:25Z,2024-09-17T11:27:53Z,1048,27,60,1,3.9.2,0
s_p_002279_00028,p_002279,2024-09-17T18:00:16Z,2024-09-17T18:16:23Z,967,28,60,0,3.9.2,0
